"Security Principle ",asb,"asb_id","asset_type","cis_control","cis_control_name","cis_control_name_long","cis_safeguard_id","cis_v8_ids","control_domain",description,ig1,ig2,ig3,"policy_guid",recommendation,relationship,"security_function","security_principal",title
,"PV-6
DS-6","PV-6",Applications,7,"Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management","07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management","7.2
7.3
7.4
7.7","7.2 - Establish and Maintain a Remediation Process
7.3 - Perform Automated Operating System Patch Management
7.4 - Perform Automated Application Patch Management
7.7 - Remediate Detected Vulnerabilities
","Posture and Vulnerability Management","Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.
Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.","1
0",1,1,"5f0f936f-2f01-4bf5-b6be-d423792fa562","Rapidly and automatically remediate  vulnerabilities
Enforce security of workload throughout DevOps lifecycle","Subset
Equivalent","Respond
Protect","Rapidly and automatically deploy patches and updates to remediate vulnerabilities in your cloud resources. Use the appropriate risk-based approach to prioritize the remediation of the vulnerabilities, e.g., more severe vulnerabilities in a higher value asset should be addressed as a higher priority. 
Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Remediation Process
Perform Automated Operating System Patch Management
Perform Automated Application Patch Management
Remediate Detected Vulnerabilities"
,"PV-6
DS-6","PV-6",Applications,7,"Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management","07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management","7.2
7.3
7.4
7.7","7.2 - Establish and Maintain a Remediation Process
7.3 - Perform Automated Operating System Patch Management
7.4 - Perform Automated Application Patch Management
7.7 - Remediate Detected Vulnerabilities
","Posture and Vulnerability Management","Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.
Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.","1
0",1,1,"6ba6d016-e7c3-4842-b8f2-4992ebc0d72d","Rapidly and automatically remediate  vulnerabilities
Enforce security of workload throughout DevOps lifecycle","Subset
Equivalent","Respond
Protect","Rapidly and automatically deploy patches and updates to remediate vulnerabilities in your cloud resources. Use the appropriate risk-based approach to prioritize the remediation of the vulnerabilities, e.g., more severe vulnerabilities in a higher value asset should be addressed as a higher priority. 
Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Remediation Process
Perform Automated Operating System Patch Management
Perform Automated Application Patch Management
Remediate Detected Vulnerabilities"
,"PV-6
DS-6","PV-6",Applications,7,"Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management","07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management","7.2
7.3
7.4
7.7","7.2 - Establish and Maintain a Remediation Process
7.3 - Perform Automated Operating System Patch Management
7.4 - Perform Automated Application Patch Management
7.7 - Remediate Detected Vulnerabilities
","Posture and Vulnerability Management","Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.
Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.","1
0",1,1,"7008174a-fd10-4ef0-817e-fc820a951d73","Rapidly and automatically remediate  vulnerabilities
Enforce security of workload throughout DevOps lifecycle","Subset
Equivalent","Respond
Protect","Rapidly and automatically deploy patches and updates to remediate vulnerabilities in your cloud resources. Use the appropriate risk-based approach to prioritize the remediation of the vulnerabilities, e.g., more severe vulnerabilities in a higher value asset should be addressed as a higher priority. 
Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Remediation Process
Perform Automated Operating System Patch Management
Perform Automated Application Patch Management
Remediate Detected Vulnerabilities"
,"PV-6
DS-6","PV-6",Applications,7,"Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management","07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management","7.2
7.3
7.4
7.7","7.2 - Establish and Maintain a Remediation Process
7.3 - Perform Automated Operating System Patch Management
7.4 - Perform Automated Application Patch Management
7.7 - Remediate Detected Vulnerabilities
","Posture and Vulnerability Management","Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.
Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.","1
0",1,1,"7008174a-fd10-4ef0-817e-fc820a951d73","Rapidly and automatically remediate  vulnerabilities
Enforce security of workload throughout DevOps lifecycle","Subset
Equivalent","Respond
Protect","Rapidly and automatically deploy patches and updates to remediate vulnerabilities in your cloud resources. Use the appropriate risk-based approach to prioritize the remediation of the vulnerabilities, e.g., more severe vulnerabilities in a higher value asset should be addressed as a higher priority. 
Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Remediation Process
Perform Automated Operating System Patch Management
Perform Automated Application Patch Management
Remediate Detected Vulnerabilities"
,"PV-6
DS-6","PV-6",Applications,7,"Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management","07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management","7.2
7.3
7.4
7.7","7.2 - Establish and Maintain a Remediation Process
7.3 - Perform Automated Operating System Patch Management
7.4 - Perform Automated Application Patch Management
7.7 - Remediate Detected Vulnerabilities
","Posture and Vulnerability Management","Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.
Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.","1
0",1,1,"7238174a-fd10-4ef0-817e-fc820a951d73","Rapidly and automatically remediate  vulnerabilities
Enforce security of workload throughout DevOps lifecycle","Subset
Equivalent","Respond
Protect","Rapidly and automatically deploy patches and updates to remediate vulnerabilities in your cloud resources. Use the appropriate risk-based approach to prioritize the remediation of the vulnerabilities, e.g., more severe vulnerabilities in a higher value asset should be addressed as a higher priority. 
Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Remediation Process
Perform Automated Operating System Patch Management
Perform Automated Application Patch Management
Remediate Detected Vulnerabilities"
,"PV-6
DS-6","PV-6",Applications,7,"Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management","07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management","7.2
7.3
7.4
7.7","7.2 - Establish and Maintain a Remediation Process
7.3 - Perform Automated Operating System Patch Management
7.4 - Perform Automated Application Patch Management
7.7 - Remediate Detected Vulnerabilities
","Posture and Vulnerability Management","Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.
Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.","1
0",1,1,"7238174a-fd10-4ef0-817e-fc820a951d73","Rapidly and automatically remediate  vulnerabilities
Enforce security of workload throughout DevOps lifecycle","Subset
Equivalent","Respond
Protect","Rapidly and automatically deploy patches and updates to remediate vulnerabilities in your cloud resources. Use the appropriate risk-based approach to prioritize the remediation of the vulnerabilities, e.g., more severe vulnerabilities in a higher value asset should be addressed as a higher priority. 
Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Remediation Process
Perform Automated Operating System Patch Management
Perform Automated Application Patch Management
Remediate Detected Vulnerabilities"
,"PV-6
DS-6","PV-6",Applications,7,"Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management","07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management","7.2
7.3
7.4
7.7","7.2 - Establish and Maintain a Remediation Process
7.3 - Perform Automated Operating System Patch Management
7.4 - Perform Automated Application Patch Management
7.7 - Remediate Detected Vulnerabilities
","Posture and Vulnerability Management","Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.
Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.","1
0",1,1,"7261b898-8a84-4db8-9e04-18527132abb3","Rapidly and automatically remediate  vulnerabilities
Enforce security of workload throughout DevOps lifecycle","Subset
Equivalent","Respond
Protect","Rapidly and automatically deploy patches and updates to remediate vulnerabilities in your cloud resources. Use the appropriate risk-based approach to prioritize the remediation of the vulnerabilities, e.g., more severe vulnerabilities in a higher value asset should be addressed as a higher priority. 
Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Remediation Process
Perform Automated Operating System Patch Management
Perform Automated Application Patch Management
Remediate Detected Vulnerabilities"
,"PV-6
DS-6","PV-6",Applications,7,"Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management","07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management","7.2
7.3
7.4
7.7","7.2 - Establish and Maintain a Remediation Process
7.3 - Perform Automated Operating System Patch Management
7.4 - Perform Automated Application Patch Management
7.7 - Remediate Detected Vulnerabilities
","Posture and Vulnerability Management","Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.
Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.","1
0",1,1,"7261b898-8a84-4db8-9e04-18527132abb3","Rapidly and automatically remediate  vulnerabilities
Enforce security of workload throughout DevOps lifecycle","Subset
Equivalent","Respond
Protect","Rapidly and automatically deploy patches and updates to remediate vulnerabilities in your cloud resources. Use the appropriate risk-based approach to prioritize the remediation of the vulnerabilities, e.g., more severe vulnerabilities in a higher value asset should be addressed as a higher priority. 
Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Remediation Process
Perform Automated Operating System Patch Management
Perform Automated Application Patch Management
Remediate Detected Vulnerabilities"
,"PV-6
DS-6","PV-6",Applications,7,"Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management","07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management","7.2
7.3
7.4
7.7","7.2 - Establish and Maintain a Remediation Process
7.3 - Perform Automated Operating System Patch Management
7.4 - Perform Automated Application Patch Management
7.7 - Remediate Detected Vulnerabilities
","Posture and Vulnerability Management","Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.
Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.","1
0",1,1,"74c3584d-afae-46f7-a20a-6f8adba71a16","Rapidly and automatically remediate  vulnerabilities
Enforce security of workload throughout DevOps lifecycle","Subset
Equivalent","Respond
Protect","Rapidly and automatically deploy patches and updates to remediate vulnerabilities in your cloud resources. Use the appropriate risk-based approach to prioritize the remediation of the vulnerabilities, e.g., more severe vulnerabilities in a higher value asset should be addressed as a higher priority. 
Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Remediation Process
Perform Automated Operating System Patch Management
Perform Automated Application Patch Management
Remediate Detected Vulnerabilities"
,"PV-6
DS-6","PV-6",Applications,7,"Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management","07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management","7.2
7.3
7.4
7.7","7.2 - Establish and Maintain a Remediation Process
7.3 - Perform Automated Operating System Patch Management
7.4 - Perform Automated Application Patch Management
7.7 - Remediate Detected Vulnerabilities
","Posture and Vulnerability Management","Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.
Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.","1
0",1,1,"74c3584d-afae-46f7-a20a-6f8adba71a16","Rapidly and automatically remediate  vulnerabilities
Enforce security of workload throughout DevOps lifecycle","Subset
Equivalent","Respond
Protect","Rapidly and automatically deploy patches and updates to remediate vulnerabilities in your cloud resources. Use the appropriate risk-based approach to prioritize the remediation of the vulnerabilities, e.g., more severe vulnerabilities in a higher value asset should be addressed as a higher priority. 
Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Remediation Process
Perform Automated Operating System Patch Management
Perform Automated Application Patch Management
Remediate Detected Vulnerabilities"
,"PV-6
DS-6","PV-6",Applications,7,"Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management","07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management","7.2
7.3
7.4
7.7","7.2 - Establish and Maintain a Remediation Process
7.3 - Perform Automated Operating System Patch Management
7.4 - Perform Automated Application Patch Management
7.7 - Remediate Detected Vulnerabilities
","Posture and Vulnerability Management","Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.
Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.","1
0",1,1,"760a85ff-6162-42b3-8d70-698e268f648c","Rapidly and automatically remediate  vulnerabilities
Enforce security of workload throughout DevOps lifecycle","Subset
Equivalent","Respond
Protect","Rapidly and automatically deploy patches and updates to remediate vulnerabilities in your cloud resources. Use the appropriate risk-based approach to prioritize the remediation of the vulnerabilities, e.g., more severe vulnerabilities in a higher value asset should be addressed as a higher priority. 
Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Remediation Process
Perform Automated Operating System Patch Management
Perform Automated Application Patch Management
Remediate Detected Vulnerabilities"
,"PV-6
DS-6","PV-6",Applications,7,"Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management","07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management","7.2
7.3
7.4
7.7","7.2 - Establish and Maintain a Remediation Process
7.3 - Perform Automated Operating System Patch Management
7.4 - Perform Automated Application Patch Management
7.7 - Remediate Detected Vulnerabilities
","Posture and Vulnerability Management","Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.
Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.","1
0",1,1,"86b3d65f-7626-441e-b690-81a8b71cff60","Rapidly and automatically remediate  vulnerabilities
Enforce security of workload throughout DevOps lifecycle","Subset
Equivalent","Respond
Protect","Rapidly and automatically deploy patches and updates to remediate vulnerabilities in your cloud resources. Use the appropriate risk-based approach to prioritize the remediation of the vulnerabilities, e.g., more severe vulnerabilities in a higher value asset should be addressed as a higher priority. 
Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Remediation Process
Perform Automated Operating System Patch Management
Perform Automated Application Patch Management
Remediate Detected Vulnerabilities"
,"PV-6
DS-6","PV-6",Applications,7,"Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management","07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management","7.2
7.3
7.4
7.7","7.2 - Establish and Maintain a Remediation Process
7.3 - Perform Automated Operating System Patch Management
7.4 - Perform Automated Application Patch Management
7.7 - Remediate Detected Vulnerabilities
","Posture and Vulnerability Management","Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.
Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.","1
0",1,1,"88999f4c-376a-45c8-bcb3-4058f713cf39","Rapidly and automatically remediate  vulnerabilities
Enforce security of workload throughout DevOps lifecycle","Subset
Equivalent","Respond
Protect","Rapidly and automatically deploy patches and updates to remediate vulnerabilities in your cloud resources. Use the appropriate risk-based approach to prioritize the remediation of the vulnerabilities, e.g., more severe vulnerabilities in a higher value asset should be addressed as a higher priority. 
Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Remediation Process
Perform Automated Operating System Patch Management
Perform Automated Application Patch Management
Remediate Detected Vulnerabilities"
,"PV-6
DS-6","PV-6",Applications,7,"Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management
Continuous Vulnerability Management","07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management
07 - Continuous Vulnerability Management","7.2
7.3
7.4
7.7","7.2 - Establish and Maintain a Remediation Process
7.3 - Perform Automated Operating System Patch Management
7.4 - Perform Automated Application Patch Management
7.7 - Remediate Detected Vulnerabilities
","Posture and Vulnerability Management","Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.
Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.
Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.","1
0",1,1,"88999f4c-376a-45c8-bcb3-4058f713cf39","Rapidly and automatically remediate  vulnerabilities
Enforce security of workload throughout DevOps lifecycle","Subset
Equivalent","Respond
Protect","Rapidly and automatically deploy patches and updates to remediate vulnerabilities in your cloud resources. Use the appropriate risk-based approach to prioritize the remediation of the vulnerabilities, e.g., more severe vulnerabilities in a higher value asset should be addressed as a higher priority. 
Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Remediation Process
Perform Automated Operating System Patch Management
Perform Automated Application Patch Management
Remediate Detected Vulnerabilities"
